Id	EssaySet	Score1	Score2	EssayText
273	1	1	2	To delicate this experiment you would need to have a list of materials so you would know which samples to use, you need to know how large the samples are, and you need to know why you are doing the experiment.
274	1	1	1	Of trying to delicate this experiment, you would need more information. You need to know how much vinegar to poor into the container. You will also need to know what to label your container. Now do you determine the mass of the samples when trying an experiment, you need  to make sure that you have all of the correct  information before starting your project.
275	1	1	1	In order to delicate this experiment, you would need to know the materials your using. His procedure does not state the materials needed so you have no idea what to put in the container full of vinegar.
276	1	1	1	The students did not make it clear as to what materials they used as samples. They also didn't specify how much of each sample. They also did not indicate why the mass was lost or where it went.
277	1	2	2	Some additional information that's needed in order to delicate this experiment are the names (kinds) of each sample, the measurement of each sample poured into the container, and the amount of vinegar poured into each container as well.
278	1	1	1	Some information that is missing that they don't say what size of container, and they don't say what to do with data.
279	1	1	1	In order to delicate the procedure of the experiment you would also need to know how much vinegar they used, and if it is the same for all of them. You would also need to do another trial, as the extra information would validity the experiment more.
280	1	1	1	To delicate the experiment I would need to know how much vinegar is being poured in. I would also need to know if the mass should be the same for all student samples. Lastly how much of the sample should be getting added to the container, weather or not all of it or half of it should be added.
281	1	3	3	To tell the amount finger you pour into the container, the size of the container, To long you rise the sample off with distilled water. Now many times you repeat each sample to get down to a writer mass.
282	1	1	1	His procedure should state the materials that they are using to gather the materials. First it has to say to put on their eye protection. It also needs to state how one would go about determining the mass of the four samples. Lastly, there needs to be a step on how to find the difference in the masses and to remind the reader to record their results.
283	1	0	0	1)May what you are trying figure out in the first place. ^p 2)It's not enough into figure out what is going on. ^p 3)He need to know more clearly how to do each step.
284	1	1	0	First I would add that the students might want to add a list of materials that they need. A hypothesis and write a question to what there trying to figure out.
285	1	1	1	In order to repeat the students procedure they need to tell how much of each sample is to be placed into each cup. They also should state how long the samples are to be rinsed. Of there are different amounts in each cup the experiment will not be valid.
286	1	2	2	They did not tell us what to measure with, they also did not tell us how much vinegar to put in or how big of container.
287	1	2	1	In order to delicate this experiment I would also need materials I would use. I would need the amount of vinegar in the container, and I would also need time limit to do the test.
288	1	0	0	Some information I would need to know is how would the water be if
289	1	2	2	To delicate this experiment, I would need to know more information. I would need to know the hypothesis on what is going to happen. Also, I don't know how much vinegar to more in each cup. His procedure also should specify what materials to use, line what brand of cups or size.
290	1	1	1	The additional information you would need in order to delicate the experiment is the amount of vinegar they pour into the four separate container. They also forgot to say the amount of water they needed to rise each sample.
291	1	3	3	First they should list the samples they used. Marble, limestone, wood and plastic in their procedure. They should also mention how much vinegar to pour on each sample to have the same effect. They should have also said to put their container in same sort of cabinet, as a refrigerator, or something. Not just leaving it out of their processes.
292	1	0	0	in order to complete the experiment you would need to know each hemp. by hour big it's recorded after a 24 had period. You would also need to know the mass before it was left to are for 30 mind.
293	1	1	1	To add to the experiment design, the group should keep the amount of vinegar and container as controlled variable. Following this, you will
294	1	1	1	Additials information that would be good to now is, why are the students performing this xpirement? Why agent there cups a for measures for distilled water amounts, or vinegar amounts? You should also know why the starting mass for the materials all agent the same.
295	1	1	1	To delicate this experiment, I would need to know how much vinegar the group poured in each container without knowing the amount of vinegar I would get different results.
296	1	0	0	You will need more mass and you have to dry it for 30 minutes. After 24 hours, remove the samples from the container and note each sample with distilled water. You will probably need more of a little bit of everything.
297	1	1	1	The additional information you would need in order to delicate the experiment are what to use to determine the mass, which would be a triple beam balance. You would also need to know the amount of the sample that would be needed to more in step 3. You would also need to know what the 4 samples you are testing are. Those samples would be marble, limestone, wood and plastic.
298	1	2	2	In order to delicate the group's experiment, I would need the following information,  what  the 4 samples  are, how much vinegar to put into each container and how much of each sample.
299	1	1	1	The information that is needed to delicate this experiment would be that firstly they need a hypothesis. Secondly, they need to list all objects they used, lastly they need to state weather their hypothesis was/wasn't correct.
300	1	1	1	The group of students should add a control to see the different between the samples and the control. In the experiment procedure also doesn't put the different samples of four like (marble, limestone, wood, plastic) The purpose of this experiment should be a group of student what is the different samples of the mass of flour after let them dry for a certain time.
301	1	2	2	To delicate the experiment , you would need to know the size of the container, the amount of each material to start with, and the amount of vinegar used.
302	1	3	3	I would need the amount of vinegar to put in each container. Now long to rise it in water (materials). And what kind of container casinial use.
303	1	3	2	In order to delicate this experiment,you must also know how much vinegar goes in each container, how the mass is being determined and where the container should be put for the 24 hours( what type of climate).
304	1	1	1	To duplicate this experiment you would also need to know the bands of all the products on its accurate, the environment the experiment was in and what kind of scale was used so that the delicate experiment is  identical making it move accurate.
305	1	2	2	The additional information that I need in order to delicate the experiment is the names of the specific 4 different samples. I also need to know how much vinegar is needed. Furthermore, I need to know the amount of each sample needed. Finally, this procedure does not explain how to determine the mass of each sample.
306	1	0	0	To delicate this experiment additional information you would need is a time chart to keep track of time.
307	1	2	2	Their are three things wrong with this procedure. One is, they did not table the four identical container, the second is, they need to tell how much vinegar is needed. The third mistake is how long do we rise with distilled water.
308	1	1	1	To delicate the experiment i would need to know what to do to the control. Also i would need to know how much vinegar needed to give into each separate container. Lastly i would have all of the samples be the same weight because their experiment does not have and of those listed.
309	1	2	3	One piece of information that would be helpful to know is how much vinegar do we put in the container. Another piece of into is at what temperature do we let it sit. And lastly it would be useful to know whether it should be in the light or the dark.
310	1	0	0	You will need to place the sample in one container and repeat with the remaining samples in a single container. After the 24 hours is over remove samples and rise. Have the samples sit and dry for 30 min.
311	1	2	2	Additional information you would need in order to delicate this experiment is tell us the four different samples how much vinegar is needed to be poured into the for different container and what should they be labelled.
312	1	1	2	You would need the information to know how much vinegar to pour into the container, the information to know which sample had the greatest difference in mass, and the information to which material to use in step 3.
313	1	3	3	Three pieces of procedure would need to be further explained in order to delicate the experiment. First is how much vinegar should be allowed to each individual cup, as different amounts of the substance may have different effects on the samples. The next bit of into would be the size and shape of all samples, though the mass is given the surface area of each material is not. Third is the conditions that the cups must be put in during the 24 hour wait period. Should they be covered or placed in a concentrated environment ? Factors like this can have a large effect on the experiment.
314	1	1	1	His experiment is not right because they would need to tell how much vinegar they put in each cup and it will have to all be the same.
315	1	0	0	The information the students left out was the control. The control of the experiment was the actions of the vinegar in the water that affected the samples.
316	1	1	1	Additional information that would be needed to delicate this experiment is how much vinegar to use and how much of each material to put into the vinegar. Also the experiment  doesn't  say how to remove the materials from the vinegar.
317	1	0	0	After reading this procedure i think it would need task needed. Well what it is you are doing and what solution, and a hypothesis.
318	1	1	0	The first thing they should have done would be to change the first thing i.e the procedure to "gather materials". His lets people know what materials your using. Also, this procedure wasn't worded clearly. Like 2 "pour vinegar into 4 separate but identical container". That makes no sense and is hard to understand. They also never tell you how they got the mass of the samples.
319	1	2	2	The additional information you would need to delicate the experiment is to mention what the four different samples are, tell how much vinegar was used in each container and how many remaining samples are going to be used.
320	1	1	0	They didn't include the temperature of the container. They didn't have trials of testing.
321	1	2	2	You would need to know how big the measure were do the samples sit to dry.
322	1	3	3	The group should be more specific including the names of the samples(Add rain sample,2,etc.). They should specify what kind of container to pour the vinegar into in step 2. In step 4, they should say where to put the samples after they have been removed from the container.
323	1	2	2	In order to delicate the experiment I would need to know how much vinegar to pour into the container because if one sample had more vinegar in its container it might lose more mass. Also I need to know what should I do with the container once I've labelled them. The experiment's results might change if we are supposed to cap the container or heat them, you don't know what to do. Lastly, how much water should I rise the samples with, if different amounts are used, the weight could differ.
324	1	2	2	Of I a just looking  at the people and I was to repeat this experiment  I would need to know what the four different samples  were,  does the distilled water need to be a after temperature, and how much vinegar  do i add to the samples.
325	1	3	3	To delicate this experiment, the reader needs to know what kinds of samples to use, how much vinegar to use and what kinds of container to use. The procedure is very vague. A scientist would need much more specific information in order to perform the experiment. Therefore the students should specify the marble, limestone, wood + plastic. They should also specify the amount of vinegar needed as well as the type of container that should be used.
326	1	1	1	In order to delicate this experiment, the mass of 4 different samples should be held constant there should be a control group. The experiment should include how many times the container were rinsed, and if it was rinsed with cold, hot or warm water it should also include where the samples were kept and the temperature, they were kept at. Also what was the group  investigation in should be included.
327	1	3	3	Now much vinegar you pour into the cups. That kind of vinegar you use.That kind of container you should use.
328	1	2	2	To make this procedure respectable, we would first need to know the four samples we would be working with. Otherwise, we couldn't even start the experiment. He would also need to know how much Vinegar in my to pour in the cups.
329	1	2	2	To delicate the experiment I would need additional information. For example, how much vinegar should be poured into each container? I would also want to know the size of each sample, and make sure the surface area of each is as close to equal as possible. Lastly, I would want to know how much distilled water to rise each sample with. With this information I am certainly capable of repeating the experiment.
330	1	2	2	After reading the groups procedure, I was left wondering what are the four different samples they are pouring. All they tell us is vinegar. Also, what is the size of the container? Now much of each sample is being poured into the container? The group would need to tell us these facts so we can follow their steps to do the same experiment.
331	1	0	0	I think from reading the procedure they should've added information describing the look before and after (see if there were any physical changes). Of something was to change, then the group should've got it down so we know the features of the items.
332	1	2	2	After reading the groups procedure, to delicate this experiment, I would need to know the exact amount of vinegar to pour into each sample so the results are accurate. They would also need to include the four samples names, marble, limestone, wood and plastic. To I know what everything what everything is so I can create a data table. They would also need to include in the procedure that when passing the substances, I would first need to zero the container on the scale and then bar the sample in.
333	1	0	0	More information is needed, more steps because its not enough to drew a conclusion. Not many materials are listed.
334	1	0	0	3 pieces of information I would include to delicate the procedure would be to pour less vinegar in each container, let samples sit and dry for 30 min and leave samples for 20 hours. I choose that to see if anything different would happen to the mass then what happened to it the first time they tried this experiment.
335	1	1	1	I would still want to know what they were doing this experiment, how large were the samples and what was used to measure the work samples.
336	1	1	1	In order to create do able experiment you would need to add a material list describing the items needed and how much of each. Also independent and dependent variable and a hypothesis to back up your research.
337	1	3	3	You would need to know how much vinegar should be poured into each of the four container, you should also know what the aridity of the vinegar is so  that you wouldn't use a stronger or weaker of level. You would also need to know if you need to inculpate the container so that their environment remain constant.
338	1	0	0	The additional information you need to replace the experiment. You need limestone, wood and plastic, marble. You test all of them in different container. It will give you the mass of the experiment. That is what it need to replace the experiment.
339	1	0	0	Now much of the material did they put into each container. Was there a controlled part of this experiment. Did they conduct a graph for this experiment.
340	1	1	1	I would say one piece of information they forgot was the amount of vinegar they put in each procedure.
341	1	3	3	In the procedure, it would be best if they said the amount of vinegar to pour onto the samples and which samples do you use in the sample. Finally, additional information that should be added would be, telling where to keep these samples, where it's cold, room or hot temperature.
342	1	3	3	Now much vinegar would you pour in each cup. That temperature would the samples be in,would it be the same or would it be different? how would also need to know if they used the same size cup. These things are all very important information that wasn't included.
343	1	3	2	The additional information that you would need in order to delicate the experiment would be, what kind of container do they want us to use? You would need a sample of each of the substances. Is well as knowing what type of each substance you need. Last you would need the vinegar to pour into each of the container, which changes the mass of each sample.
344	1	3	3	Some additional information that I would need to delicate this experiment would would be amount of vinegar, size of the container, and the temperature.
345	1	2	2	In order to delicate this experiment the amount of vinegar used in each separate container must be known. Also, the type of container is not specified nor is the number of pieces of the samples that should be tested stated. All of these need to be known in order to delicate the experiment.
346	1	1	1	In order to delicate this experiment more information is needed. For example, there has to be clear statement of problem. His procedure doesn't explain why they were finding out the mass of four different samples. Also there has to be information  on how much vinegar they put in each container that way we can delicate the experiment.
347	1	1	1	The additional information it would need would be the
348	1	0	0	To delicate this experiment you would need to add what scale weight rocks with. You will need a more detailed procedure with a lot of steps so what youcan know what you have to do.
349	1	2	2	Some information that could be added  could be temperature of the vinegar or water, you could also add  how much vinegar  you add, another thing to add would be a list of possible samples.
350	1	1	0	Something that the group would need to do in order to make the procedure better is make sure one step is always gather materials. His insure that who ever has to do the experiment gets everything before they start. Second make the sets easier to understand, step 3 is very hard to interpret. Lastly make sure you clean up them at the end.
351	1	2	3	First I would need to know what they used to determine the mass. It would also be helpful if they put the 4 different kinds of materials they used in the actual experiment procedure. In case there was no data table present. They could also more specific as to what exactly they kept the samples in and where they put them. To I would no not to keep them in direct light for shade for that matter. I would also need to no how much of each material to use.
352	1	0	0	I believe that in order to delicate we would need the design of the experiment and when we
353	1	0	0	To delicate their experiment I would need to have take their their procedure and use them. I would also need their samples from their procedure and then be capable to copy their experiment. All these need are the true basic's.
354	1	1	1	To delicate the experiment there would need to be a control group which is what didn't receive the treatment and in this case didn't receive the vinegar, needs to be more clear. It says pour vinegar into a container but it's not specific as to how much vinegar. Also how much of the sample that will be used isn't stated.
355	1	2	2	In order to delicate this experiment, you would need to know, how much vinegar you should distribute into the container, how long you should run theater on it for rinsing, how much of the each material you need.
356	1	2	2	To delicate the experiment you would need to know what the material (samples) were, (marble,limestone,acid and plastic). You would also need to know the amount of vinegar that was placed in the cup and you would need to know what you are weighing the mass in which is grass. Of these three were added to the procedure,then you could delicate the experiment.
357	1	1	1	To delicate the excitement I would need to know how much vinegar to put in each cup and how much of each sample.
358	1	0	0	To me I think that this experiment will need to tell what you have to repeat in the bottle and give more examples about what they are doing to make this experiment working.
359	1	3	3	I would also have to know how much vinegar to put in the cups as for as (my). There do I put the cups in the sun or refridarter, where do I let the samples dry in the open or the outside.
360	1	1	1	After reading the group's procedure it states that you first need to determine the mass of the four different samples, then pour vinegar in a container and after 24 hours remove the samples from the container and rise each with distilled water. In order to delicate this experiment, I would have to know how much vinegar should be added to each container with the samples.
361	1	2	2	To delicate the experiment, you would need to know how much vinegar was put in each container, how much distilled water each sample was washed with, and the size of the container.
362	1	3	3	After reading the group  procedure the additional information I would need to delicate the experiment is what material are are the 4 different samples make of it is not listed in the procedure,how much vinegar should I pour in each container more or less could affect how much mass has ended ,what shape the sample were in in shape with there surface, we would have  more contact with  the vinegar, ending It RIGHT   and the mass  of the starting material if it was to delicate to experiment or repeat the exactly i would need   know  how much of each sample was used.
363	1	2	2	To delicate the experiment it would put how much vinegar to pour on each container. It would also put what effect of materials its going to use.
364	1	3	3	In order to delicate this procedures, you would need to know
365	1	3	3	In order to delicate this experiment, you would need to know what the samples were. Also, step three in their procedure is a little confusing and to delicate this experiment they may want to give a little bit more directions and be more specific. They might also want to say what size container to use or how much vinegar to add to the container to allow someone also to delicate.
366	1	2	2	Addition information that would be needed would be how much vinegar you pour in the separate container. Another thing that would be needed is the types of ranks, because the gray didn't specify the different samples in the procedure, the group would also need to tell you what you are using to determine the mass of the samples before and after, for example, they could have said to measure it in grass.
367	1	3	3	In order to delicate the experiment after reading, you will need to know what the 4 different samples are. You will also have to know how much vinegar to pour in each container. You will have to rich what the measure is when you are let it sit for the 24 hours.
368	1	0	0	Additional information would be doing the experiment 3 times before putting the data down.
369	1	2	2	I would need how much vinegar in putting in the container, what kind of  lime and plastic, like where it came from and what kind of temperature should the samples dry in.
370	1	2	2	Some additional information that is needed to delicate this experiment is what are the four different samples ? Now much vinegar do you have to pour into each container. And how many trials are needed to get more accurate data. He need those information to know how to do this experiment.
371	1	0	0	By opinion is to not change anything because it seems alright it has the 4 samples and the procedure presents the table.
372	1	0	0	You need to repeat the the experiment 2 more time, record all data then compare them to see of samples have any change. Also background information is important to any experiment.
373	1	1	1	In order to repeat this lab exactly as they did, I would need to know what materials I'd need, for example, the marble, wood, limestone, plastic was not written in the procedure.
374	1	0	0	In order for you to delicate the experiment, you would have to change the time usage to see if there would be a different outcome. Also in step 2 where it says to pour vinegar in each of the four container, change how they are using vinegar and substitute it for another liquid to see if these would effect anything. Lastly, I would suggest to use another sample or as many as possible to get the most accurate answer.
375	1	1	1	In this procedure the group calls the materials samples, instead of calling them samples they should have named the materials like they did in the chart. When they just say samples,that can mean anything. In step number one they should say why you need  to determine the mass of the four materials.
376	1	0	0	After you determine the mass of the products, go back and see of your these was correct. When go and right a lab report about of. When when your done, hand it In.
377	1	2	2	In order to delicate the experiment for acid rain, you need  additional information. First you need to know what type of samples your using. Second, the procedure did not specify  how big each samples should be. Having different sizes might change the results. Lastly when rinsing the sample under distilled water, you  should know what temperature to use very hot or very cold water might also change the results.
378	1	2	2	The additional information needed to delicate this experiment is the amount of vinegar poured on each of the samples.Also they would need to include a step in the beginning that asked for the scientist to measure the mass of each sample + finally they would have to tell the scientist what type of container to do the experiment in + whether this was the same for each sample. These additional steps + details would help create accuracy + consistency for all who completed the experiment.
379	1	1	1	I think one thing would be that we might need to know what the purposes of this experiment would be, another is they didn't put in the procedure the names of materials we are using and a last thing would be is we might need a scale to measure the difference in masses.
380	1	1	1	Some additional information you would need to know is what samples you have to place in the vinegar. In order to complete the investigation you would need to know how to weigh the sample and what to use to do it. You also have to do some path to get the difference in mass.
381	1	2	2	To repeat in experiment doing the group procedure I would need to know how much of the vinegar to pour into each container. Another information
382	1	1	1	To delicate the experiment, I would need to know the amount of vinegar use in each cup. I would also need to know the amount of distilled water for their more explanation 3 must be better explained.
383	1	2	3	I would need to know how much samples I need for this experiment. I would need to know how much vinegar I am pouring into each container. Also, I would need to know if I am letting the samples dry in the sun or not. Without these, I could not delicate this experiment.
384	1	2	2	I would need to know, how much vinegar was used, how big the container are and if each sample should be the same mass.
385	1	0	0	More you could repute the experiment just see it.
386	1	1	1	First the experiment needs to have  a control. They need to put the materials in water to see if it has any affect on the materials. Second they need more than one trial for each material. I suggest three so you receive better data. The third thing they can do is tell us exactly how much vinegar they are putting into each sample.
387	1	0	0	The limestone have mass than all of them.
388	1	0	0	You would need the amount of mass from start to last and you will need vinegar, distilled water and some other materials.
389	1	2	3	In order to delicate the experiment the reader would need to know how much vinegar to pour into the container. You would also need to know if the starting mass for each sample should be the same. Finally, you would need to know how and where to store the samples during the 24 hours.
390	1	3	3	To delicate this experiment we would need to know what type of samples we are determining the mass for. He would also need to know the amount of vinegar to put in each cup. He would also need to know how to dry them at is by cloth or air drying. And we would need to know the mass of each material before the vinegar.
391	1	2	2	He would need to know how much vinegar we put into each cup. Also we would need to know how much or each sample to use, and which materials. He would also need a control. To would need to place something in regular water as well.
392	1	1	1	His experiment didn't have a control and the grape didn't do multiple trifles. You would also may need to know what temperature the rome is.
393	1	3	2	You will need the type of vinegar and know the size of the sample. Also you ll need to know with how much water you have to rise them.
394	1	1	1	Some additional information that needed in this experiment, acid rain would be explain more in detail about how to use the steps, of also should explain what each material is and lastly explain what sample means in differ! ways. His experiment such be more cleared and you should include a grayish. His experiment doesn make a whole lot of see five.
395	1	3	3	In order to delicate this experiment the type or sample would need to be indicated in the procedure in addition the size of the container would need to be used. Also the amount of material placed into each container would need to be indicated.Lastly, the amount of vinegar added into the container should be included.
396	1	0	0	To delicate this experiment you will need the following vinegar, to your in each identical container, you will need to let the sample sit and dry for minutes. After 24 hour remove the samples from the container and rise each sample with distilled water.
397	1	1	1	In order to delicate this experiment you would have to include the measurement of liquid to pour in each container, to identify each of the samples of decks you are putting in the container and label the container.
398	1	2	1	To delicate the experiment, you would need to know how much of the sample to put in each container, where they stored the container for 24 hours, and where they put each sample when they removed them from the container and rinsed them with distilled water and let the sit and dry for 30 minutes.
399	1	2	2	Some additional information would include: The amount of vinegar poured into each container, mass of the sample taken and the temperature where the 4 container were stored for the 24 hours.
400	1	2	2	The procedure should include what the mass should be and how to get it. Also you do not know what the four samples are. In the second step how much vinegar should be poured. In the that step it should explain how to get the mass and how to record it so it is neat and understandable. A last step should  also be included to say repeat.
401	1	1	2	After reading the procedure, I would need to know the materials the students are using. I would also need to know why they are doing the experiment, what is the purpose? what kind of container are they using and how big are they?
402	1	2	2	additional information that you would need in order to delicate this experiment include the amount of vinegar poured  into each container, where the container are stored or kept for 24 hours, how the samples should be dried, and lastly, with what should the masses be taken on.
403	1	0	0	For one thing to delicate the experiment one would need to know how to determine the mass and the group must state how to do this in their procedure. They also should state to use, the same mass objects so that it is easy to delicate. Finally, the group should use a control to compare their results to and for application of the experiment.
404	1	0	0	You would need to state that wood didn't lose any mass, the plastic lost 1 of mass, the marble lost 4 of mass and the limestone lost 1.3 mass. When you would say that limestone loses the most mass and wood lose the least mass.
405	1	2	2	In order to delicate this experiment there are few additional pieces of into they should have included. One thing should have included is how rough vinegar they poured into each container. Of there was more vinegar in one container then the other them one with more would lose mass readily. Another thing they would have included is a control without a control, there is nothing to compare your results to. One last thing that is is necessary to repeating this experiment is you must know how much of each sample that you used. Of you use more of one sample than another, then of course it is going to way more. Each sample should be the same size.
406	1	2	3	The students should include in their procedure what shape the samples are in, are they all solids in the same shape, or are they ground up the amount of surface area will affect the rate of disintegration of the samples. Also, they should state how much vinegar should be put into the container, and that the amount of vinegar in each container should be the same. That type of vinegar it is should also be included.
407	1	0	0	A hypothesis was needed in this experiment. Also, the group should had told the reader what was happening, why the experiment was taking place. Also they should had repeated the steps at least three times to make sure the results where accurate.
408	1	0	0	Additional things a I would need to delicate this experiment is a clock or a stop watch to time how long the samples sit and dry.
409	1	2	2	You would first want to know why this experiment was being conducted, what results where they looking for. You should also need to tell how much and what type of vinegar was being poured into the solutions. Equal masses of each solution as the starting mass would also be
410	1	0	0	You would need 1). More trials 2). Different types of samples and 3). Maybe have have to samples sit and dry for more than 20 mind.
411	1	0	0	The additional into I would need to delicate it is, marble, limestone, wood, plastic, water, container, vinegar, label.
412	1	2	2	The group would need say what the four samples are in the procedure. They need to tell you how much vinegar to pour in each container. The group also does not tell you how to way each sample's mass.
413	1	0	0	Limestone you would need because it's the most important of then it won't work when you used it.
414	1	0	0	They need to repeat every step that already preformed.
415	1	3	3	In order to delicate this group's procedure, I would need the following information: ^p 1. When they say in step one that they need to determine the mass of four different samples, they should name and list the samples that they plan on using. ^p 2. In step two when they say to pour vinegar in each of the four separate but identical container, they should make mention or how much vinegar we should pour in. ^p 3. When they say in step  four that we should rise each sample with distilled water, how much water should we use and how long should we rise.
416	1	1	1	In order to delicate this experiment you would need to know how much vinegar you put into each sample. You would also need to measure them at the exact time because the one you measure last might grow a little more because it was sitting longer.
417	1	3	3	In order to delicate, the group students experiment the additional information i would need to  endure, how big the four identical container were, how big is sample of each four materials that they put into the container where they placed the container in a warm or cold environment. Now much vinegar and the students pour into each container.
418	1	1	1	The additional information that I would need in order to delicate the experiment are the following:what changes had each sample after sitting 24hrs. And the 2 one would be what was the exact amount of vinegar,we pour in each four separate but equal container how did and last what was the outcome of this investigation. That did we learn
419	1	1	1	In order to delicate the group's experiment, there is additional information that would need to be known, such as how much vinegar was poured into the four separate container, how much of each sample is used and what the group used in order to determine the mass of each sample.
420	1	2	2	In order to do this experiment again, you would need to know the exact mass of the 4 samples, what kind of samples they are and how long you have to rise the samples for.
421	1	3	3	Some additional information I would need in order to delicate this experiment would be the amount of vinegar poured into each separate container. Of I did not have the data table, I would also need to be told in the procedure what the four different samples are. It would also be helpful to know what type of container were used. In order to delicate on experiment, the procedure must be precise and not have any information out, or else the data may come out completely different and not be comparable to the first set of data.
422	1	0	0	In order to delicate the experiment, i would need to know the quantity of the variable (sample materials). It is necessary to know how the samples were rinsed w/ distilled water use. Were they put in a if container or just held under a steam of water, mostly evapoltantiy I need to know how they determined the mass of the samples, what was their tool of measurement.
423	1	3	3	In order to repeat the experiment, you would need to know how much vinegar was needed in each container, how big each sample should be and where to store the experiment for 24 hours so that the experiment does not get ruined & due to the surroundings it was in.
424	1	3	3	You would need a control to look back on, you would need to know how much liquid you would need to fill each container in with and get the time right. With the days and stuff you would need to know all your materials.
425	1	0	0	That was the purpose for them doing this experiment? ^p Why did they choose to set up there table this way? ^p And for me to delicate the procedure would be impossible due to the fact that there's no problem also there not clot of information provide that examples the directions.
426	1	0	0	It doesn't tell you what they are trying to figure out with the investigation. To we would be able to do the work, but I would know what we did if for after.
427	1	1	1	Of there is a control they would need to identify it, they should also tell the type of material, tell the mass' unit of measurement.
428	1	3	3	Additional information needed in order to delicate this experiment would be the amount of vinegar needed to pour into each of the four separate container. Also the type of container that that amount of vinegar should be placed into . Also, although indicated in the data table, the students should put into their procedures the types of the four different samples and the starting amount of each and what form they are in. Should it be poured limestone, a block of wood etc. And also they should indicate how much distilled water to rise the samples with at the end. All of these additional information would be needed in order to delicate the experiment.
429	1	0	0	You should in all procedures out in an actually experiments.
430	1	1	1	One step that missed was to gather all all the materials. Another  step  that should add is how much vinegar to put each cup. Another step they might have to add as well is  how much distilled water that would be to one each errare.
431	1	0	0	In addition to this experiment the group should include what they would use to find the mass of these rock samples.
432	1	0	0	After reading the groups procedure, I think they should have added record the data, get materials, observe the experiment and repeat experiment.
433	1	1	1	In order to delicate this experiment, I would need to know what the samples experhar in the procedure are without this information I could use nothing as the samples that get completely difference show.
434	1	1	1	I would write how much vinegar was put into each of the test tubes. Also I would repeat the experiment again to see if the information that I have is accurate and write why these is vinegar being added to each of the four samples.
435	1	0	0	They should have said how much of each sample they put in each container.
436	1	0	0	The additional information that I would need is to add another independent variable to the procedure other than vinegar to see if it has the same effect on the samples as well as the effect on vinegar. Also  to repeat the steps more than once to make sure that they are getting the same information as the first time. When we can come to the confusion and find that the vinegar has more effect on limestone them the rest of the samples.
437	1	1	1	After reading the group's procedure, some good additional information would be what the container are made of, the dependent variable, and the dependent variable.
438	1	2	1	First off, I'd need to know maybe the material of each sample
439	1	2	2	In this experiment an additional formation to perform the experiment would be that the amount of vinegar is poured into the container. His may effect the amount of mass lost for the samples. I also think placing them in certain places with different temperatures effects how much the samples would loose mass.
440	1	2	2	His group is lacking a control group in their procedure. Also, they should have been more specific as to the size of the identical container. Next, the group should have carilified what 4 kind of samples were needed in step 1.
441	1	2	2	First, I would need to know what amount of vinegar to pour in each container. Also, I would need to know what the environment is the sample stored would: be stored in over the 24 hour period. ^p Lastly, I would need to measure the mass of the four different samples and the volume of the liquid.
442	1	2	1	In order to delicate this experiment, you would first need to know how much (volume or mal) you would need to pour into the container. Also, you would need to know how much specifically you would need to rise the container.Nothing B missed up in the experiment. And step 5 does not implicate how to d it, does the experiment want the container to have the same area, it does not implicate.
443	1	2	2	There are many things needed in this procedure in order for someone to delicate it. First, step 1 says, determine the nose of four different samples.They should have said what the samples were of. Second, step 2 says, pour vinegar but it does not say how much vinegar. Third, there is no control in this experiment. They should have tested each sample with no vinegar for a control.
444	1	2	3	Additional information you would need in order to delicate this experiment is: Now much vinegar to pour into each container. It should say what each "sample" is in the procedures. A list of materials.
445	1	1	1	In order to delicate this experiment, you would need to know how big samples to use. You would also need to know the problem or what you were testing for in the experiment.
446	1	2	2	In order to delicate the experiment , the group's procedure would need to specify what unit of measurement to measure mass in (g), to specify which samples were being used( marble,limestone,wood, of plastic). and specify the size and type of the container used (bearers)
447	1	1	1	Additional information need in order to delicate the experiment is how much vinegar was poured into the four separate container, should I buy the materials or use natural resources.
448	1	1	1	Of I has to delicate the expinment, I would need to know what types of samples are being used and also if you check it in between the start and stop sign. Also, how do you determine the mass.
449	1	3	3	His information needs to be added to the procedure in order to delicate the experiment; ^p -Amount of vinegar poured ^p -Identify types of samples used in the procedure ^p -Temperature and ^p -Size of containers_open/closed lid
